,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,date_local,time_local,date_gmt,time_gmt,sample_measurement,units_of_measure,units_of_measure_code,sample_duration,sample_duration_code,sample_frequency,detection_limit,uncertainty,qualifier,method_type,method,method_code,state,county,date_of_last_change,cbsa_code
0,08,013,0003,88101,3,40.164576,-105.100856,WGS84,PM2.5 - Local Conditions,2021-07-01,00:00,2021-07-01,07:00,4.0,Micrograms/cubic meter (LC),105,1 HOUR,1,EVERY 3RD DAY,0.1,,QX - Does not meet QC criteria.,FEM,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,236,Colorado,Boulder,2022-04-19,14500
1,08,013,0003,88101,3,40.164576,-105.100856,WGS84,PM2.5 - Local Conditions,2021-07-01,01:00,2021-07-01,08:00,4.0,Micrograms/cubic meter (LC),105,1 HOUR,1,EVERY 3RD DAY,0.1,,QX - Does not meet QC criteria.,FEM,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,236,Colorado,Boulder,2022-04-19,14500
2,08,013,0003,88101,3,40.164576,-105.100856,WGS84,PM2.5 - Local Conditions,2021-07-01,02:00,2021-07-01,09:00,4.0,Micrograms/cubic meter (LC),105,1 HOUR,1,EVERY 3RD DAY,0.1,,QX - Does not meet QC criteria.,FEM,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,236,Colorado,Boulder,2022-04-19,14500
3,08,013,0003,88101,3,40.164576,-105.100856,WGS84,PM2.5 - Local Conditions,2021-07-01,03:00,2021-07-01,10:00,4.3,Micrograms/cubic meter (LC),105,1 HOUR,1,EVERY 3RD DAY,0.1,,QX - Does not meet QC criteria.,FEM,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,236,Colorado,Boulder,2022-04-19,14500
4,08,013,0003,88101,3,40.164576,-105.100856,WGS84,PM2.5 - Local Conditions,2021-07-01,04:00,2021-07-01,11:00,4.3,Micrograms/cubic meter (LC),105,1 HOUR,1,EVERY 3RD DAY,0.1,,QX - Does not meet QC criteria.,FEM,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,236,Colorado,Boulder,2022-04-19,14500
5,08,013,0003,88101,3,40.164576,-105.100856,WGS84,PM2.5 - Local Conditions,2021-07-01,05:00,2021-07-01,12:00,5.8,Micrograms/cubic meter (LC),105,1 HOUR,1,EVERY 3RD DAY,0.1,,QX - Does not meet QC criteria.,FEM,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,236,Colorado,Boulder,2022-04-19,14500
6,08,013,0003,88101,3,40.164576,-105.100856,WGS84,PM2.5 - Local Conditions,2021-07-01,06:00,2021-07-01,13:00,7.4,Micrograms/cubic meter (LC),105,1 HOUR,1,EVERY 3RD DAY,0.1,,QX - Does not meet QC criteria.,FEM,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,236,Colorado,Boulder,2022-04-19,14500
7,08,013,0003,88101,3,40.164576,-105.100856,WGS84,PM2.5 - Local Conditions,2021-07-01,07:00,2021-07-01,14:00,8.0,Micrograms/cubic meter (LC),105,1 HOUR,1,EVERY 3RD DAY,0.1,,QX - Does not meet QC criteria.,FEM,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,236,Colorado,Boulder,2022-04-19,14500
8,08,013,0003,88101,3,40.164576,-105.100856,WGS84,PM2.5 - Local Conditions,2021-07-01,08:00,2021-07-01,15:00,7.5,Micrograms/cubic meter (LC),105,1 HOUR,1,EVERY 3RD DAY,0.1,,QX - Does not meet QC criteria.,FEM,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,236,Colorado,Boulder,2022-04-19,14500
9,08,013,0003,88101,3,40.164576,-105.100856,WGS84,PM2.5 - Local Conditions,2021-07-01,09:00,2021-07-01,16:00,8.7,Micrograms/cubic meter (LC),105,1 HOUR,1,EVERY 3RD DAY,0.1,,QX - Does not meet QC criteria.,FEM,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,236,Colorado,Boulder,2022-04-19,14500
10,08,013,0003,88101,3,40.164576,-105.100856,WGS84,PM2.5 - Local Conditions,2021-07-01,10:00,2021-07-01,17:00,10.7,Micrograms/cubic meter (LC),105,1 HOUR,1,EVERY 3RD DAY,0.1,,QX - Does not meet QC criteria.,FEM,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,236,Colorado,Boulder,2022-04-19,14500
11,08,013,0003,88101,3,40.164576,-105.100856,WGS84,PM2.5 - Local Conditions,2021-07-01,11:00,2021-07-01,18:00,10.9,Micrograms/cubic meter (LC),105,1 HOUR,1,EVERY 3RD DAY,0.1,,QX - Does not meet QC criteria.,FEM,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,236,Colorado,Boulder,2022-04-19,14500
12,08,013,0003,88101,3,40.164576,-105.100856,WGS84,PM2.5 - Local Conditions,2021-07-01,12:00,2021-07-01,19:00,9.8,Micrograms/cubic meter (LC),105,1 HOUR,1,EVERY 3RD DAY,0.1,,QX - Does not meet QC criteria.,FEM,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,236,Colorado,Boulder,2022-04-19,14500
